,m_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified,total_score
1247,10117472,30283594,Entire home/apt,,Chinatown,0,,5,2.0,571.0,3.0,42.351321999999996,-71.062692,2016-05-19 00:04:22.923281,
1248,12383204,30283594,Entire home/apt,,Chinatown,0,,5,2.0,199.0,3.0,42.352416999999996,-71.061619,2016-05-18 23:55:42.048685,
1250,9934771,15035971,Entire home/apt,,Downtown,0,,3,1.0,120.0,1.0,42.350609999999996,-71.063486,2016-05-18 23:36:54.800667,
1251,10116914,30283594,Entire home/apt,,Downtown,0,,3,1.0,457.0,3.0,42.352142,-71.063519,2016-05-18 20:50:40.629062,
1253,10117122,30283594,Entire home/apt,,Downtown,0,,5,2.0,199.0,3.0,42.351509,-71.06333599999999,2016-05-19 00:48:03.752533,
1254,11963384,30283594,Entire home/apt,,Bay Village,0,,3,1.0,129.0,5.0,42.349713,-71.06985300000001,2016-05-18 21:55:53.045227,
1255,11968079,30283594,Entire home/apt,,Chinatown,0,,3,1.0,299.0,3.0,42.352321999999994,-71.062026,2016-05-18 21:18:53.461573,
1256,12376963,33225313,Entire home/apt,,Bay Village,0,,2,1.0,250.0,2.0,42.349098,-71.068573,2016-05-18 20:59:31.710433,
1257,12383703,30283594,Entire home/apt,,Downtown,0,,5,2.0,199.0,3.0,42.352539,-71.06358399999999,2016-05-18 23:43:09.508713,
1258,2993107,1546670,Entire home/apt,,Bay Village,0,,4,2.0,1200.0,2.0,42.34982,-71.06765,2016-05-18 20:22:29.679401,
1259,10495489,54104687,Entire home/apt,,South End,1,,2,1.0,139.0,15.0,42.34556,-71.062412,2016-05-19 02:52:17.984089,
1261,12265433,66058500,Entire home/apt,,Bay Village,2,,4,2.0,400.0,1.0,42.348602,-71.06831700000001,2016-05-18 20:57:01.448491,
1262,12301081,30283594,Entire home/apt,,Downtown,0,,3,1.0,457.0,10.0,42.352896,-71.058648,2016-05-18 20:42:51.010476,
1263,9921925,30283594,Entire home/apt,,Downtown,0,,3,1.0,457.0,3.0,42.352921,-71.061826,2016-05-18 22:02:03.277641,
1264,10117329,30283594,Entire home/apt,,Chinatown,2,,5,2.0,199.0,3.0,42.350908000000004,-71.061975,2016-05-18 22:10:30.688209,
1265,12362389,2025724,Entire home/apt,,Beacon Hill,0,,4,2.0,600.0,2.0,42.355902,-71.07375,2016-05-19 02:43:12.291648,
1268,11398499,59820555,Entire home/apt,,Back Bay,0,,4,2.0,540.0,3.0,42.35067,-71.070265,2016-05-19 01:32:06.275830,
1274,6758462,22348222,Entire home/apt,,South End,0,,2,0.0,137.0,,42.345003000000005,-71.07746999999999,2016-05-19 01:16:12.141964,
1277,9821291,24171028,Entire home/apt,,South End,0,,4,1.0,130.0,1.0,42.336853000000005,-71.073062,2016-05-18 22:37:03.531088,
1279,7694559,22348222,Entire home/apt,,South End,0,,2,0.0,150.0,7.0,42.345134,-71.075135,2016-05-19 02:24:04.621621,
1283,4490826,9419684,Entire home/apt,,South End,1,,5,2.0,399.0,3.0,42.344848999999996,-71.077774,2016-05-19 01:27:27.879792,
1285,6763409,22348222,Entire home/apt,,South End,1,,2,0.0,150.0,7.0,42.343438,-71.07688399999999,2016-05-19 01:05:45.265433,
1288,6759439,22348222,Entire home/apt,,South End,0,,2,0.0,147.0,7.0,42.345568,-71.07735500000001,2016-05-18 21:51:39.814186,
1291,7645862,508268,Entire home/apt,,South End,1,,3,0.0,229.0,3.0,42.34178,-71.08005,2016-05-18 21:38:04.938220,
1293,9094794,47418276,Entire home/apt,,Roxbury,2,,4,2.0,250.0,2.0,42.338311,-71.079266,2016-05-18 21:43:23.914136,
1295,11398458,56540970,Entire home/apt,,Bay Village,0,,3,1.0,350.0,1.0,42.348731,-71.06831700000001,2016-05-19 02:49:45.525546,
1297,9770560,5380487,Entire home/apt,,Downtown,0,,3,0.0,225.0,1.0,42.352707,-71.063384,2016-05-19 01:46:34.049020,
1304,12282650,21184200,Entire home/apt,,Roxbury,0,,8,2.0,299.0,1.0,42.339911,-71.08249,2016-05-18 22:39:28.478056,
1307,6921241,36275619,Entire home/apt,,Back Bay,2,,4,1.0,230.0,1.0,42.350028,-71.083907,2016-05-18 20:10:50.071267,
1308,8403945,22348222,Entire home/apt,,South End,0,,2,0.0,137.0,7.0,42.345613,-71.076987,2016-05-19 02:05:53.466867,
1309,12953937,44792241,Entire home/apt,,South End,0,,2,1.0,180.0,1.0,42.344424,-71.073412,2016-05-19 02:32:36.020023,
1310,11940785,25470887,Entire home/apt,,South End,0,,2,1.0,139.0,4.0,42.347719,-71.06846800000001,2016-05-19 00:11:37.066801,
1312,4500409,22348222,Entire home/apt,,Back Bay,2,,2,0.0,148.0,7.0,42.350114000000005,-71.083704,2016-05-19 01:22:15.406392,
1315,11067772,31340713,Entire home/apt,,Brighton,2,,4,0.0,85.0,1.0,42.34212,-71.154393,2016-05-19 01:36:12.374021,
1319,12290886,32532791,Entire home/apt,,South End,0,,4,1.0,175.0,,42.34512,-71.077392,2016-05-18 22:06:53.105601,
1320,6850880,22348222,Entire home/apt,,South End,0,,2,0.0,137.0,7.0,42.343995,-71.076567,2016-05-19 02:29:20.942188,
1322,6758482,22348222,Entire home/apt,,South End,0,,2,0.0,150.0,7.0,42.345573,-71.077619,2016-05-18 21:08:54.846122,
1325,12318093,66447831,Entire home/apt,,South End,1,,2,0.0,195.0,5.0,42.345113,-71.072254,2016-05-18 21:34:40.484417,
1326,7476340,22348222,Entire home/apt,,South End,0,,2,0.0,137.0,7.0,42.343231,-71.077487,2016-05-19 01:06:38.060055,
1328,8082512,22348222,Entire home/apt,,South End,1,,2,0.0,137.0,7.0,42.344685,-71.076633,2016-05-18 22:27:34.279055,
1329,7474855,22348222,Entire home/apt,,Back Bay,1,,2,0.0,150.0,7.0,42.349509999999995,-71.08205,2016-05-18 21:40:57.982000,
1331,6758443,22348222,Entire home/apt,,South End,2,,2,1.0,150.0,7.0,42.343392,-71.07517800000001,2016-05-19 01:08:07.084804,
1332,11768880,62644786,Entire home/apt,,Back Bay,0,,1,0.0,100.0,4.0,42.347894000000004,-71.08023100000001,2016-05-19 00:46:19.282705,
1339,6810723,22348222,Entire home/apt,,South End,0,,2,0.0,137.0,,42.343665,-71.075622,2016-05-18 21:32:56.814321,
1341,7511737,22348222,Entire home/apt,,South End,1,,2,0.0,150.0,7.0,42.344221999999995,-71.075375,2016-05-19 00:25:44.284071,
1343,10153536,30283594,Entire home/apt,,Mission Hill,0,,3,1.0,457.0,3.0,42.333843,-71.10181800000001,2016-05-18 21:18:09.276552,
1344,11905849,18202088,Entire home/apt,,Back Bay,2,,2,1.0,169.0,2.0,42.346132,-71.079426,2016-05-19 02:42:35.624407,
1345,12934186,757253,Entire home/apt,,Fenway,0,,3,0.0,185.0,1.0,42.342211999999996,-71.08851999999999,2016-05-18 21:12:21.336109,
1346,9840919,32532791,Entire home/apt,,South End,0,,4,1.0,175.0,,42.343429,-71.074003,2016-05-18 21:12:28.601323,
1348,9834532,5610797,Entire home/apt,,Roxbury,0,,6,2.0,250.0,7.0,42.336461,-71.0827,2016-05-19 00:41:39.862789,
1349,9698823,2268578,Entire home/apt,,Back Bay,0,,3,2.0,165.0,3.0,42.348532,-71.084136,2016-05-18 20:32:32.080680,
1356,12962690,64082142,Entire home/apt,,Fenway,0,,2,1.0,300.0,1.0,42.344015999999996,-71.09666999999999,2016-05-18 22:44:15.155312,
1362,8680170,5678580,Entire home/apt,,South End,2,,3,2.0,250.0,2.0,42.345216,-71.07186,2016-05-18 22:50:22.410279,
1366,12264207,66050182,Entire home/apt,,Mission Hill,0,,4,2.0,130.0,5.0,42.329075,-71.103424,2016-05-18 22:59:23.642848,
1367,6851459,22348222,Entire home/apt,,South End,2,,2,0.0,150.0,7.0,42.34368,-71.077003,2016-05-18 20:53:41.093631,
1371,12760108,32778391,Entire home/apt,,Back Bay,0,,2,0.0,190.0,2.0,42.349565000000005,-71.089638,2016-05-19 00:34:34.436214,
1376,8206659,11460448,Entire home/apt,,Back Bay,2,,4,1.0,250.0,1.0,42.349552,-71.09003,2016-05-18 22:42:32.958904,
1379,12973308,71393113,Entire home/apt,,Fenway,0,,2,1.0,250.0,2.0,42.346738,-71.089768,2016-05-19 00:50:47.923749,
1381,9999894,39481873,Entire home/apt,,Fenway,0,,3,0.0,150.0,1.0,42.34867,-71.094421,2016-05-19 00:24:02.916160,
1384,13083058,48018479,Entire home/apt,,Fenway,0,,2,0.0,120.0,3.0,42.345465000000004,-71.104667,2016-05-19 01:41:09.181167,
1386,8063815,30283594,Entire home/apt,,Fenway,0,,3,1.0,457.0,3.0,42.345483,-71.10136999999999,2016-05-18 21:34:17.683787,
1387,8163273,30283594,Entire home/apt,,Fenway,0,,5,2.0,199.0,3.0,42.344756,-71.10062099999999,2016-05-18 22:54:17.469550,
1389,8162168,30283594,Entire home/apt,,Fenway,0,,5,2.0,199.0,3.0,42.344718,-71.0993,2016-05-18 22:28:08.476576,
1390,2214923,9419684,Entire home/apt,,Fenway,0,,5,2.0,449.0,3.0,42.344324,-71.097563,2016-05-19 00:12:49.679008,
1391,5834413,30283594,Entire home/apt,,Fenway,2,,5,2.0,571.0,3.0,42.3445,-71.102041,2016-05-18 23:24:57.852178,
1392,10036192,30283594,Entire home/apt,,Fenway,0,,5,2.0,399.0,3.0,42.344423,-71.098908,2016-05-19 01:44:31.949638,
1393,8165898,30283594,Entire home/apt,,Fenway,1,,5,2.0,399.0,3.0,42.343376,-71.10127800000001,2016-05-19 00:49:06.924041,
1394,8187595,30283594,Entire home/apt,,Fenway,0,,5,2.0,571.0,3.0,42.343864,-71.099841,2016-05-18 21:56:08.891224,
1396,10131503,30283594,Entire home/apt,,Mission Hill,0,,5,2.0,199.0,3.0,42.334833,-71.101467,2016-05-18 21:05:19.918492,
1397,10034930,30283594,Entire home/apt,,Fenway,0,,5,2.0,199.0,3.0,42.344557,-71.09865500000001,2016-05-18 21:48:09.262928,
1398,10035581,30283594,Entire home/apt,,Fenway,0,,5,2.0,199.0,3.0,42.343728999999996,-71.099008,2016-05-18 21:18:33.482872,
1400,6844012,30283594,Entire home/apt,,Fenway,1,,5,2.0,571.0,3.0,42.343753,-71.100353,2016-05-19 01:32:55.999208,
1401,12102482,30283594,Entire home/apt,,Mission Hill,0,,3,1.0,457.0,3.0,42.335179,-71.10149200000001,2016-05-18 21:43:49.934607,
1402,8336609,30283594,Entire home/apt,,Fenway,1,,5,2.0,199.0,3.0,42.345069,-71.101439,2016-05-18 22:56:38.291077,
1403,9652961,7829762,Entire home/apt,,Fenway,0,,3,1.0,160.0,1.0,42.343799,-71.097027,2016-05-18 22:49:30.000289,
1404,10048789,30283594,Entire home/apt,,Fenway,0,,5,2.0,199.0,3.0,42.345165,-71.100228,2016-05-18 21:06:03.207527,
1405,8146576,30283594,Entire home/apt,,Fenway,1,,5,2.0,571.0,3.0,42.345257000000004,-71.101742,2016-05-18 21:30:00.673525,
1406,6951829,30283594,Entire home/apt,,Fenway,1,,5,2.0,571.0,3.0,42.345062,-71.101725,2016-05-18 20:11:45.936427,
1407,10033715,30283594,Entire home/apt,,Fenway,0,,5,2.0,199.0,3.0,42.343733,-71.099323,2016-05-19 02:34:22.927657,
1408,3747216,19168001,Entire home/apt,,Fenway,0,,2,1.0,200.0,1.0,42.34904,-71.09604300000001,2016-05-18 22:26:20.244445,
1409,12972378,71380118,Entire home/apt,,Fenway,0,,4,1.0,4000.0,6.0,42.347957,-71.097399,2016-05-18 21:20:39.767639,
1410,7508865,30283594,Entire home/apt,,Fenway,2,,3,1.0,457.0,3.0,42.343517,-71.102041,2016-05-18 21:32:32.072596,
1411,8336347,30283594,Entire home/apt,,Fenway,2,,5,2.0,199.0,3.0,42.345484,-71.102074,2016-05-18 22:17:26.701060,
1412,8145397,30283594,Entire home/apt,,Fenway,0,,3,1.0,457.0,3.0,42.343493,-71.100562,2016-05-18 20:07:41.694772,
1414,11677211,47928161,Entire home/apt,,Fenway,0,,4,1.0,200.0,1.0,42.342565,-71.096614,2016-05-18 20:26:11.611807,
1415,3278624,9419684,Entire home/apt,,Fenway,1,,5,2.0,309.0,3.0,42.344066,-71.101743,2016-05-19 01:09:54.355384,
1417,9040476,9419684,Entire home/apt,,Fenway,0,,5,2.0,399.0,3.0,42.345044,-71.100093,2016-05-19 02:08:33.409929,
1421,4109165,9419684,Entire home/apt,,Fenway,1,,3,1.0,299.0,3.0,42.344677000000004,-71.10105899999999,2016-05-19 00:57:34.176501,
1422,8249201,43502861,Entire home/apt,,Fenway,1,,1,0.0,90.0,3.0,42.340921,-71.097151,2016-05-19 00:38:38.087744,
1425,7104165,16285602,Entire home/apt,,Fenway,2,,2,0.0,160.0,1.0,42.341008,-71.098775,2016-05-18 21:14:41.273780,
1435,4469799,23190204,Entire home/apt,,Fenway,1,,2,1.0,100.0,3.0,42.344888,-71.08726,2016-05-19 00:40:50.020815,
1437,12865092,7516089,Entire home/apt,,Back Bay,1,,6,1.0,274.0,1.0,42.34414,-71.084096,2016-05-19 01:22:51.819970,
1438,11739746,51441309,Entire home/apt,,Fenway,0,,4,1.0,300.0,2.0,42.341537,-71.087804,2016-05-19 02:57:22.545729,
1440,9990201,30283594,Entire home/apt,,South End,0,,5,2.0,199.0,3.0,42.344673,-71.077925,2016-05-19 01:14:42.560633,
1443,1071144,25188,Entire home/apt,,South End,1,,2,,269.0,3.0,42.341797,-71.078195,2016-05-19 01:22:09.125508,
1446,5932267,183065,Entire home/apt,,South End,1,,2,1.0,275.0,2.0,42.336659999999995,-71.075024,2016-05-19 00:56:50.930703,
1448,12882483,2269848,Entire home/apt,,Fenway,0,,5,2.0,200.0,3.0,42.342915999999995,-71.088999,2016-05-19 01:37:36.994382,
1449,7095658,37189820,Entire home/apt,,South End,2,,4,2.0,199.0,2.0,42.340423,-71.075129,2016-05-19 01:50:59.954535,
1453,7219391,25188,Entire home/apt,,Fenway,2,,2,1.0,229.0,5.0,42.343047999999996,-71.08743299999999,2016-05-19 02:12:35.642277,
1454,9858,25188,Entire home/apt,,Back Bay,1,,5,2.0,605.0,2.0,42.344471,-71.081786,2016-05-19 02:24:14.668990,
1455,11060140,51673899,Entire home/apt,,South End,0,,2,0.0,189.0,2.0,42.343399,-71.078885,2016-05-19 01:19:56.255140,
1460,13000643,11959815,Entire home/apt,,Fenway,0,,2,0.0,200.0,1.0,42.340592,-71.088452,2016-05-18 22:59:08.794936,
1461,12882998,66192270,Entire home/apt,,South End,1,,4,2.0,110.0,1.0,42.340628,-71.07758000000001,2016-05-18 22:16:24.250480,
1464,11927580,15421490,Entire home/apt,,South End,0,,4,1.0,250.0,1.0,42.340331,-71.080414,2016-05-18 22:42:51.655265,
1465,1119740,25188,Entire home/apt,,South End,0,,2,,186.0,3.0,42.343454,-71.079661,2016-05-18 20:55:41.335583,
1469,4547353,8012996,Entire home/apt,,Fenway,2,,3,1.0,160.0,2.0,42.343901,-71.087541,2016-05-18 20:41:10.272669,
1472,10656206,4897723,Entire home/apt,,Roxbury,1,,4,2.0,200.0,1.0,42.339344,-71.080432,2016-05-18 22:20:07.136600,
1477,12287958,32532791,Entire home/apt,,South End,1,,2,0.0,215.0,,42.343821000000005,-71.075369,2016-05-18 22:45:01.061329,
1480,11397826,59813542,Entire home/apt,,Roxbury,2,,4,2.0,160.0,1.0,42.340998,-71.083561,2016-05-19 02:15:06.775117,
1481,6747461,6846812,Entire home/apt,,Back Bay,0,,2,1.0,450.0,3.0,42.344640999999996,-71.085188,2016-05-18 22:25:36.705567,
1482,7694365,22348222,Entire home/apt,,South End,0,,2,0.0,152.0,7.0,42.344025,-71.07716500000001,2016-05-19 01:31:01.705238,
1490,9853959,50727619,Entire home/apt,,South End,0,,4,1.0,195.0,2.0,42.341212,-71.079551,2016-05-18 23:19:55.819660,
1493,11634778,10477120,Entire home/apt,,Roxbury,0,,4,2.0,250.0,2.0,42.340897999999996,-71.083148,2016-05-18 21:00:42.120408,
1495,12924446,799496,Entire home/apt,,Fenway,0,,3,0.0,185.0,2.0,42.344128999999995,-71.089353,2016-05-19 01:23:10.237151,
1497,12972176,55048606,Entire home/apt,,South End,0,,2,1.0,129.0,1.0,42.337394,-71.07095100000001,2016-05-19 00:40:34.242923,
1498,9209711,47898569,Entire home/apt,,South End,0,,2,1.0,160.0,2.0,42.337773999999996,-71.070631,2016-05-18 21:32:10.280145,
1500,9728602,4127253,Entire home/apt,,South End,1,,4,2.0,266.0,3.0,42.336357,-71.074442,2016-05-19 02:18:31.686812,
1502,12587887,68277260,Entire home/apt,,South End,0,,4,2.0,299.0,3.0,42.336692,-71.06943000000001,2016-05-18 20:32:06.221993,
1504,2986808,2254462,Entire home/apt,,South End,2,,4,1.0,300.0,1.0,42.343299,-71.071652,2016-05-18 22:01:16.341662,
1510,12971878,7661802,Entire home/apt,,Fenway,0,,3,2.0,146.0,3.0,42.346272,-71.088321,2016-05-19 01:08:53.940282,
1512,8048838,31233940,Entire home/apt,,Back Bay,1,,2,1.0,175.0,1.0,42.347893,-71.08735,2016-05-19 02:16:45.573437,
1514,12655180,10014314,Entire home/apt,,Fenway,0,,2,1.0,137.0,1.0,42.345473,-71.087583,2016-05-19 01:04:28.105610,
1515,3415245,17219748,Entire home/apt,,South End,2,,6,3.0,650.0,2.0,42.344182,-71.071437,2016-05-18 20:58:13.200289,
1517,7740592,4552954,Entire home/apt,,South End,0,,4,2.0,700.0,4.0,42.344032,-71.07408000000001,2016-05-19 00:23:28.915290,
1523,5532549,26379614,Entire home/apt,,South End,1,,6,2.0,250.0,1.0,42.34516,-71.071673,2016-05-18 20:39:24.094120,
1524,1044307,25188,Entire home/apt,,South End,1,,2,,275.0,3.0,42.343363000000004,-71.078039,2016-05-18 22:39:40.284043,
1527,1264217,1798561,Entire home/apt,,Back Bay,1,,3,1.0,150.0,2.0,42.343185,-71.08269200000001,2016-05-19 00:04:58.107951,
1533,8303267,4552954,Entire home/apt,,South End,0,,8,5.0,1193.0,5.0,42.342415,-71.074519,2016-05-18 21:00:50.038682,
1535,8025718,22348222,Entire home/apt,,South End,2,,2,0.0,155.0,7.0,42.343413,-71.07604,2016-05-19 02:12:48.521925,
1538,6762011,22348222,Entire home/apt,,South End,0,,2,0.0,150.0,7.0,42.344073,-71.075328,2016-05-18 23:05:23.967329,
1540,10701625,51673899,Entire home/apt,,Back Bay,2,,4,1.0,229.0,2.0,42.344834999999996,-71.080752,2016-05-19 02:02:16.555979,
1542,8206536,22348222,Entire home/apt,,South End,0,,2,0.0,150.0,7.0,42.344907,-71.075234,2016-05-19 02:56:49.869709,
1543,12653367,14987763,Entire home/apt,,South End,1,,2,1.0,195.0,3.0,42.344854,-71.07276999999999,2016-05-18 23:05:49.819338,
1544,12325694,18887719,Entire home/apt,,South End,0,,5,2.0,598.0,1.0,42.344946,-71.077432,2016-05-19 00:55:11.309936,
1546,9327506,19642206,Entire home/apt,,South End,0,,5,3.0,450.0,5.0,42.344909,-71.078924,2016-05-19 02:56:21.966091,
1548,7342489,22348222,Entire home/apt,,South End,0,,4,2.0,225.0,7.0,42.345584,-71.076686,2016-05-19 02:57:19.130136,
1549,1928785,9989245,Entire home/apt,,Back Bay,1,,2,1.0,200.0,7.0,42.349529,-71.09050500000001,2016-05-19 02:00:27.731202,
1557,10945558,51673899,Entire home/apt,,Back Bay,0,,6,2.0,349.0,2.0,42.346686,-71.079573,2016-05-18 22:36:58.421040,
1559,10859498,51673899,Entire home/apt,,Back Bay,0,,6,2.0,329.0,2.0,42.34811,-71.086283,2016-05-18 20:58:31.842152,
1562,2915643,14891491,Entire home/apt,,Back Bay,1,,4,1.0,289.0,5.0,42.349540999999995,-71.078487,2016-05-19 00:03:19.508356,
1563,6991310,36495581,Entire home/apt,,Back Bay,0,,4,2.0,250.0,2.0,42.349407,-71.08443299999999,2016-05-19 01:53:04.346237,
1564,9920084,30283594,Entire home/apt,,Back Bay,1,,5,2.0,349.0,3.0,42.346852,-71.077995,2016-05-18 21:12:18.060006,
1569,1776190,25188,Entire home/apt,,Back Bay,1,,2,1.0,289.0,4.0,42.34632,-71.078073,2016-05-18 22:03:04.821865,
1571,7474044,22348222,Entire home/apt,,Back Bay,0,,2,0.0,148.0,7.0,42.349352,-71.082014,2016-05-19 01:32:37.915514,
1573,12997334,24584254,Entire home/apt,,Allston,0,,4,1.0,120.0,14.0,42.364519,-71.11926600000001,2016-05-18 23:37:36.161994,
1576,9252183,22348222,Entire home/apt,,Back Bay,0,,2,0.0,160.0,7.0,42.350685,-71.08228100000001,2016-05-18 23:51:59.479941,
1577,12286410,32532791,Entire home/apt,,Back Bay,1,,4,1.0,250.0,,42.350934,-71.087225,2016-05-19 00:37:06.991698,
1580,789843,4161865,Entire home/apt,,Back Bay,2,,2,1.0,250.0,7.0,42.350845,-71.085584,2016-05-18 22:21:55.854798,
1582,13015679,47054791,Entire home/apt,,Back Bay,0,,2,0.0,185.0,8.0,42.350993,-71.087373,2016-05-19 01:51:06.626997,
1584,8822499,45980822,Entire home/apt,,Back Bay,2,,3,1.0,250.0,1.0,42.350844,-71.08636700000001,2016-05-18 23:09:37.865737,
1586,7475052,22348222,Entire home/apt,,Back Bay,0,,2,0.0,150.0,7.0,42.350834000000006,-71.083587,2016-05-19 01:51:24.860325,
1589,12541136,15588404,Entire home/apt,,Downtown,0,,4,1.0,199.0,4.0,42.358519,-71.06281700000001,2016-05-18 23:14:33.526073,
1590,7854872,22348222,Entire home/apt,,Beacon Hill,2,,2,0.0,145.0,7.0,42.359345000000005,-71.062917,2016-05-19 02:29:59.748722,
1592,1358531,25188,Entire home/apt,,West End,2,,4,2.0,299.0,4.0,42.363341999999996,-71.069978,2016-05-18 20:42:42.378500,
1593,4602191,20079643,Entire home/apt,,West End,0,,5,2.0,395.0,3.0,42.364157,-71.068119,2016-05-19 01:07:43.827636,
1594,979759,25188,Entire home/apt,,West End,2,,4,2.0,310.0,7.0,42.366234999999996,-71.067846,2016-05-18 23:07:40.482090,
1595,9736673,44375389,Entire home/apt,,Beacon Hill,1,,3,1.0,159.0,1.0,42.361145,-71.064327,2016-05-19 01:25:49.798037,
1597,8814479,4962900,Entire home/apt,,West End,2,,5,2.0,146.0,,42.362707,-71.065473,2016-05-19 02:19:35.664883,
1602,8814039,4962900,Entire home/apt,,West End,2,,7,3.0,168.0,,42.363792,-71.064009,2016-05-19 00:13:42.370384,
1603,7240775,25188,Entire home/apt,,Downtown,2,,4,2.0,329.0,4.0,42.364277,-71.0593,2016-05-18 22:10:56.892911,
1605,6181230,25188,Entire home/apt,,Downtown,2,,2,1.0,249.0,4.0,42.365967,-71.059535,2016-05-19 00:19:49.990525,
1606,10051649,30283594,Entire home/apt,,West End,0,,5,2.0,583.0,10.0,42.364796000000005,-71.070103,2016-05-19 00:24:30.899537,
1607,23668,25188,Entire home/apt,,West End,0,,2,1.0,299.0,4.0,42.363865000000004,-71.06895,2016-05-18 21:28:59.294969,
1608,10118573,30283594,Entire home/apt,,West End,0,,3,1.0,169.0,10.0,42.363271000000005,-71.06943199999999,2016-05-18 23:06:10.510911,
1610,12400995,55708104,Entire home/apt,,Downtown,0,,5,2.0,260.0,1.0,42.364371000000006,-71.060067,2016-05-19 00:37:11.101975,
1614,10152056,30283594,Entire home/apt,,West End,0,,3,1.0,457.0,10.0,42.364808000000004,-71.06893000000001,2016-05-18 23:09:24.662253,
1615,10118716,30283594,Entire home/apt,,West End,0,,5,2.0,199.0,10.0,42.365475,-71.068916,2016-05-19 01:06:15.403704,
1618,11885879,20932695,Entire home/apt,,Beacon Hill,0,,4,2.0,500.0,2.0,42.358678000000005,-71.068024,2016-05-19 00:57:48.367296,
1620,7928656,41383849,Entire home/apt,,Beacon Hill,0,,4,1.0,150.0,1.0,42.359343,-71.068799,2016-05-18 22:00:53.856992,
1621,7713815,22348222,Entire home/apt,,West End,0,,2,0.0,137.0,7.0,42.361360999999995,-71.064309,2016-05-18 20:38:08.595939,
1622,4467841,9419684,Entire home/apt,,West End,0,,5,2.0,293.0,10.0,42.3639,-71.06997,2016-05-18 23:37:51.768407,
1623,7855702,30283594,Entire home/apt,,West End,0,,5,2.0,583.0,10.0,42.365147,-71.067548,2016-05-18 21:21:40.726371,
1624,5814459,5949009,Entire home/apt,,Downtown,0,,2,0.0,1000.0,1.0,42.361846,-71.05856999999999,2016-05-18 23:15:39.615724,
1625,9386847,27446821,Entire home/apt,,Beacon Hill,0,,5,2.0,220.0,1.0,42.359355,-71.064368,2016-05-19 01:26:06.224345,
1626,7514336,22348222,Entire home/apt,,Beacon Hill,0,,2,0.0,155.0,7.0,42.360874,-71.06299399999999,2016-05-19 01:47:04.390562,
1627,12425501,21184200,Entire home/apt,,North End,0,,9,3.0,220.0,1.0,42.366314,-71.057978,2016-05-18 22:06:47.573264,
1628,10119193,30283594,Entire home/apt,,West End,0,,5,2.0,199.0,10.0,42.364668,-71.069424,2016-05-18 20:11:08.991855,
1629,12088322,30283594,Entire home/apt,,West End,0,,5,2.0,199.0,10.0,42.365505999999996,-71.06818100000001,2016-05-19 01:05:00.324135,
1634,9464030,6902661,Entire home/apt,,Beacon Hill,0,,1,1.0,150.0,1.0,42.358196,-71.07097900000001,2016-05-18 21:34:33.552834,
1635,10119327,30283594,Entire home/apt,,West End,0,,5,2.0,583.0,10.0,42.363291,-71.067107,2016-05-18 21:33:21.909136,
1636,10327517,53144645,Entire home/apt,,West End,0,,4,1.0,135.0,1.0,42.365123,-71.068598,2016-05-18 21:14:10.874398,
1638,12246137,30283594,Entire home/apt,,Fenway,0,,3,1.0,457.0,3.0,42.344742,-71.099705,2016-05-18 21:59:05.723338,
1640,12897110,70633440,Entire home/apt,,Back Bay,0,,4,1.0,175.0,2.0,42.344989,-71.08178000000001,2016-05-18 22:08:25.548532,
1641,13015927,18202088,Entire home/apt,,Back Bay,0,,2,1.0,199.0,2.0,42.346399,-71.07911,2016-05-19 02:36:42.733760,
1643,12390027,33101721,Entire home/apt,,Back Bay,1,,3,1.0,175.0,2.0,42.347056,-71.080235,2016-05-19 00:28:37.789333,
1645,9008826,35373289,Entire home/apt,,South End,1,,5,2.0,270.0,2.0,42.341856,-71.080371,2016-05-18 19:57:53.154808,
1646,12081834,1827998,Entire home/apt,,Jamaica Plain,1,,4,1.0,120.0,3.0,42.318814,-71.10870600000001,2016-05-18 19:58:16.134441,
1649,13078164,23099761,Entire home/apt,,South End,0,,2,1.0,175.0,1.0,42.33899,-71.077607,2016-05-18 22:38:36.533548,
1652,9576685,49569819,Entire home/apt,,Fenway,0,,4,1.0,159.0,5.0,42.3448,-71.087094,2016-05-18 21:08:09.886602,
1662,6759004,22348222,Entire home/apt,,Back Bay,2,,2,0.0,150.0,7.0,42.349407,-71.08346,2016-05-18 23:25:29.175791,
1664,8410270,33688127,Entire home/apt,,Back Bay,1,,2,1.0,160.0,7.0,42.345299,-71.085642,2016-05-19 01:19:00.449664,
1665,9329398,48419543,Entire home/apt,,Fenway,2,,4,0.0,100.0,2.0,42.341425,-71.098613,2016-05-19 01:52:13.755944,
1668,12533075,6073299,Entire home/apt,,Brighton,0,,5,2.0,145.0,2.0,42.351223,-71.158479,2016-05-19 02:49:26.283912,
1669,1523772,8130814,Entire home/apt,,Brighton,0,,1,1.0,120.0,4.0,42.35373,-71.16107199999999,2016-05-18 21:46:34.756442,
1671,11255513,13947638,Entire home/apt,,Brighton,2,,4,2.0,185.0,2.0,42.349631,-71.146153,2016-05-18 23:45:13.601887,
1672,2729015,8130814,Entire home/apt,,Brighton,1,,1,1.0,85.0,3.0,42.353491999999996,-71.16255699999999,2016-05-19 02:30:02.360479,
