,m_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified,total_score
1851,5885130,29855553,Entire home/apt,,South End,7,5.0,2,1.0,295.0,5.0,42.339965,-71.075142,2016-05-19 01:55:43.625907,7.646
179,7611271,953185,Entire home/apt,,South Boston,7,5.0,8,4.0,391.0,2.0,42.331815999999996,-71.033987,2016-05-19 01:30:29.722284,7.646
929,9575992,49569819,Shared room,,Back Bay,7,5.0,2,1.0,79.0,2.0,42.344457,-71.085513,2016-05-19 02:37:48.068710,7.646
3251,7053454,36992931,Private room,,Charlestown,7,5.0,2,1.0,150.0,1.0,42.380055,-71.063241,2016-05-19 02:47:55.081702,7.646
3144,4484798,16442921,Private room,,Dorchester,11,3.5,2,1.0,68.0,2.0,42.318469,-71.050963,2016-05-18 21:29:51.383523,7.658
208,8422253,44355774,Private room,,Fenway,10,4.0,2,1.0,55.0,2.0,42.347767,-71.0931,2016-05-19 01:15:13.614738,7.78
2132,2778656,14211557,Entire home/apt,,East Boston,10,4.0,4,2.0,150.0,5.0,42.375107,-71.033713,2016-05-18 23:55:26.947576,7.78
3029,9933886,51060208,Private room,,South End,10,4.0,2,1.0,75.0,1.0,42.34707,-71.070892,2016-05-19 02:11:49.230959,7.78
1041,8634599,45402419,Entire home/apt,,Jamaica Plain,10,4.0,2,1.0,179.0,2.0,42.310631,-71.11184399999999,2016-05-19 01:22:27.373998,7.78
3042,6014302,25806655,Private room,,Dorchester,10,4.0,2,1.0,65.0,1.0,42.292491,-71.07464300000001,2016-05-18 21:16:46.728516,7.78
2487,4837659,4531891,Private room,,Back Bay,10,4.0,2,1.0,111.0,3.0,42.349761,-71.09003299999999,2016-05-18 21:25:37.287295,7.78
316,3839678,5776160,Private room,,Mattapan,10,4.0,1,1.0,50.0,1.0,42.270096,-71.088307,2016-05-19 00:32:06.068331,7.78
2773,5904732,987917,Private room,,Roxbury,9,4.5,2,1.0,70.0,1.0,42.315476000000004,-71.097528,2016-05-18 22:36:28.028997,7.902
567,7796658,2064438,Private room,,South End,9,4.5,2,1.0,106.0,1.0,42.34437,-71.065475,2016-05-18 21:59:31.930915,7.902
2688,5308475,27496706,Private room,,Fenway,9,4.5,2,1.0,175.0,1.0,42.346261,-71.099571,2016-05-18 23:55:24.257364,7.902
3210,8981656,46926631,Private room,,Jamaica Plain,9,4.5,2,1.0,90.0,1.0,42.313736999999996,-71.116337,2016-05-19 02:00:11.422299,7.902
3225,6686224,25700968,Private room,,Downtown,9,4.5,1,1.0,100.0,1.0,42.351921999999995,-71.06568,2016-05-18 23:40:03.507008,7.902
1534,3182473,25188,Entire home/apt,,Back Bay,9,4.5,2,1.0,259.0,2.0,42.345067,-71.079255,2016-05-19 01:11:36.396143,7.902
479,10056496,51354463,Entire home/apt,,East Boston,9,4.5,8,4.0,180.0,2.0,42.389531,-71.00585699999999,2016-05-18 23:11:26.941508,7.902
2138,7855120,1444340,Entire home/apt,,South Boston,9,4.5,4,1.0,220.0,3.0,42.343162,-71.055681,2016-05-19 02:54:12.930578,7.902
610,4868653,4472902,Private room,,East Boston,9,4.5,1,1.0,79.0,3.0,42.380714000000005,-71.033006,2016-05-18 21:37:34.408646,7.902
2141,7728508,12243051,Entire home/apt,,Back Bay,9,4.5,2,0.0,136.0,,42.348924,-71.081273,2016-05-19 01:46:04.976629,7.902
757,1092093,26988,Entire home/apt,,Mission Hill,9,4.5,3,1.0,135.0,5.0,42.332854,-71.10115,2016-05-18 19:57:49.700565,7.902
765,8473033,15896838,Entire home/apt,,South End,9,4.5,3,1.0,175.0,1.0,42.337437,-71.073963,2016-05-18 19:54:36.927503,7.902
2320,10524612,3594203,Entire home/apt,,East Boston,9,4.5,4,2.0,99.0,2.0,42.369965,-71.039875,2016-05-19 01:26:21.886456,7.902
2268,6544715,33986390,Entire home/apt,,South Boston,9,4.5,12,5.0,700.0,4.0,42.336763,-71.045216,2016-05-18 23:41:53.881810,7.902
702,9383758,38340020,Private room,,Allston,9,4.5,3,1.0,57.0,1.0,42.352815,-71.137165,2016-05-18 20:08:36.654096,7.902
1195,25142,25188,Entire home/apt,,Fenway,9,4.5,4,2.0,329.0,3.0,42.344865000000006,-71.1026,2016-05-19 02:10:50.180321,7.902
239,7211531,15102445,Private room,,Fenway,9,4.5,2,1.0,67.0,7.0,42.342063,-71.097527,2016-05-19 02:25:43.160948,7.902
2091,6598162,30283594,Entire home/apt,,South Boston Waterfront,9,4.5,5,2.0,199.0,3.0,42.346886,-71.039125,2016-05-19 01:46:43.297955,7.902
1876,8861069,15192564,Entire home/apt,,Chinatown,9,4.5,3,0.0,125.0,1.0,42.3484,-71.06227700000001,2016-05-19 01:01:13.978575,7.902
1466,9765,25188,Entire home/apt,,South End,9,4.5,2,,229.0,2.0,42.342594,-71.079421,2016-05-18 22:26:00.064584,7.902
134,830153,206353,Entire home/apt,,Jamaica Plain,9,4.5,6,2.0,150.0,3.0,42.303629,-71.115589,2016-05-19 01:51:27.772084,7.902
1551,9809914,21184200,Entire home/apt,,Back Bay,9,4.5,7,1.0,105.0,3.0,42.34935,-71.089687,2016-05-18 21:31:17.587876,7.902
2952,1340290,3274255,Private room,,Downtown,9,4.5,1,1.0,110.0,3.0,42.366816,-71.064585,2016-05-19 02:27:54.073886,7.902
1552,6213822,4962900,Entire home/apt,,Back Bay,8,5.0,5,2.0,183.0,,42.345881,-71.078624,2016-05-18 21:17:48.355801,8.024000000000001
3089,7229372,17216318,Private room,,Dorchester,8,5.0,2,1.0,90.0,3.0,42.31641,-71.060327,2016-05-18 23:34:40.804641,8.024000000000001
315,8596320,23412310,Private room,,South Boston,8,5.0,4,1.0,110.0,2.0,42.338879,-71.047154,2016-05-19 00:32:39.411526,8.024000000000001
3056,12585455,66497629,Private room,,North End,8,5.0,6,1.0,150.0,1.0,42.365375,-71.057165,2016-05-19 00:58:11.004087,8.024000000000001
362,395975,1931881,Private room,,South Boston,8,5.0,3,1.0,77.0,1.0,42.33644,-71.02874399999999,2016-05-19 00:06:18.283507,8.024000000000001
1703,3351728,10502779,Entire home/apt,,Beacon Hill,8,5.0,7,5.0,849.0,,42.355051,-71.071364,2016-05-18 21:11:09.123222,8.024000000000001
2846,7740436,19911253,Entire home/apt,,Back Bay,8,5.0,2,0.0,175.0,1.0,42.34802,-71.072909,2016-05-19 00:45:23.521275,8.024000000000001
289,4567815,3381838,Entire home/apt,,Jamaica Plain,8,5.0,4,2.0,120.0,1.0,42.306539,-71.11789300000001,2016-05-19 00:44:36.512591,8.024000000000001
2900,5784404,26956083,Private room,,Brighton,8,5.0,2,1.0,89.0,1.0,42.359449,-71.140497,2016-05-18 22:53:35.711891,8.024000000000001
3023,9279773,9830531,Private room,,Dorchester,8,5.0,2,1.0,60.0,2.0,42.310075,-71.052062,2016-05-18 23:24:38.181425,8.024000000000001
2317,533152,71783,Entire home/apt,,Dorchester,8,5.0,4,2.0,99.0,,42.321889,-71.061829,2016-05-19 02:26:13.997757,8.024000000000001
2068,6596242,11792930,Entire home/apt,,Downtown,8,5.0,3,1.0,185.0,1.0,42.353266,-71.060955,2016-05-19 01:17:13.708007,8.024000000000001
1378,8310894,23916912,Entire home/apt,,Jamaica Plain,8,5.0,3,1.0,99.0,2.0,42.324891,-71.11446600000001,2016-05-18 22:30:37.285974,8.024000000000001
2495,5020055,14095697,Private room,,South End,8,5.0,2,1.0,65.0,1.0,42.335172,-71.07526999999999,2016-05-18 22:11:53.214203,8.024000000000001
2197,4350995,22302321,Entire home/apt,,North End,8,5.0,2,1.0,250.0,2.0,42.365658,-71.055882,2016-05-18 21:27:02.979604,8.024000000000001
1804,11120777,21184200,Entire home/apt,,Beacon Hill,8,5.0,8,2.0,200.0,1.0,42.359654,-71.07041,2016-05-19 01:52:07.666146,8.024000000000001
2231,6197950,32141135,Entire home/apt,,North End,8,5.0,6,2.0,600.0,2.0,42.362642,-71.054078,2016-05-18 21:57:38.791076,8.024000000000001
2333,6062890,28272775,Entire home/apt,,Bay Village,8,5.0,2,1.0,199.0,,42.349657,-71.069813,2016-05-18 19:56:33.151398,8.024000000000001
628,6017574,31235595,Entire home/apt,,Back Bay,8,5.0,4,2.0,425.0,12.0,42.350477000000005,-71.085779,2016-05-18 21:28:39.973542,8.024000000000001
1474,7351740,30980363,Entire home/apt,,Back Bay,8,5.0,2,0.0,130.0,2.0,42.344837,-71.08574499999999,2016-05-19 00:42:07.968531,8.024000000000001
2580,7879708,7594805,Private room,,Jamaica Plain,8,5.0,2,1.0,75.0,1.0,42.295593,-71.115301,2016-05-19 01:45:24.698965,8.024000000000001
2221,12052288,31655122,Entire home/apt,,Jamaica Plain,8,5.0,4,1.0,120.0,1.0,42.316272999999995,-71.10215699999999,2016-05-18 23:06:02.994319,8.024000000000001
835,3678429,18165984,Shared room,,Dorchester,8,5.0,1,1.0,80.0,1.0,42.284938000000004,-71.076511,2016-05-19 00:51:09.739871,8.024000000000001
1038,8923817,45402419,Entire home/apt,,Jamaica Plain,8,5.0,2,1.0,165.0,2.0,42.309074,-71.112542,2016-05-19 01:10:29.696273,8.024000000000001
2706,10333345,15575274,Private room,,Brighton,8,5.0,1,1.0,69.0,1.0,42.345985,-71.136397,2016-05-18 22:20:23.522551,8.024000000000001
2724,8742954,45865686,Private room,,Brighton,8,5.0,1,1.0,36.0,1.0,42.341344,-71.152466,2016-05-18 23:53:29.138732,8.024000000000001
2737,7723492,4595799,Private room,,Jamaica Plain,8,5.0,2,1.0,75.0,1.0,42.310395,-71.11838,2016-05-19 01:35:36.440998,8.024000000000001
2774,10253591,32071442,Private room,,Jamaica Plain,8,5.0,2,1.0,79.0,2.0,42.318539,-71.101984,2016-05-18 21:55:23.368266,8.024000000000001
909,7634067,204485,Shared room,,East Boston,8,5.0,2,1.0,50.0,2.0,42.366616,-71.037211,2016-05-19 02:02:08.119225,8.024000000000001
1361,10881994,21184200,Entire home/apt,,Fenway,8,5.0,6,1.0,207.0,1.0,42.347598,-71.088826,2016-05-18 22:42:45.440261,8.024000000000001
2269,9858828,50745636,Entire home/apt,,North End,8,5.0,2,0.0,150.0,2.0,42.364867,-71.057691,2016-05-19 02:51:38.982486,8.024000000000001
1997,7825898,17296560,Entire home/apt,,Back Bay,8,5.0,2,1.0,199.0,2.0,42.353707,-71.076651,2016-05-18 21:41:15.655191,8.024000000000001
448,8867379,45865686,Shared room,,Brighton,8,5.0,1,1.0,36.0,1.0,42.341048,-71.153538,2016-05-19 00:54:53.776149,8.024000000000001
2644,9301075,9241244,Private room,,West Roxbury,8,5.0,2,1.0,50.0,1.0,42.277378000000006,-71.143571,2016-05-19 00:11:33.451243,8.024000000000001
1047,6118583,31744945,Entire home/apt,,Mission Hill,8,5.0,3,1.0,140.0,2.0,42.331756,-71.10749799999999,2016-05-18 23:37:54.387242,8.024000000000001
1488,5714786,1444340,Entire home/apt,,South End,12,3.5,2,0.0,109.0,2.0,42.342220000000005,-71.080263,2016-05-18 20:57:06.887562,8.036
2270,9111413,11272292,Entire home/apt,,Downtown,11,4.0,3,1.0,200.0,2.0,42.355194,-71.061533,2016-05-18 22:25:20.318581,8.158000000000001
853,9212213,47908069,Entire home/apt,,Jamaica Plain,11,4.0,2,1.0,65.0,1.0,42.32002,-71.10745899999999,2016-05-18 21:16:51.994097,8.158000000000001
2244,2043261,10478250,Entire home/apt,,North End,11,4.0,3,1.0,135.0,1.0,42.365732,-71.053001,2016-05-18 20:09:08.924360,8.158000000000001
1588,2429961,3137257,Entire home/apt,,Back Bay,11,4.0,3,1.0,180.0,3.0,42.35086,-71.08099399999999,2016-05-19 01:26:29.552617,8.158000000000001
632,11498523,25938928,Entire home/apt,,East Boston,11,4.0,2,1.0,60.0,2.0,42.366637,-71.038843,2016-05-18 21:27:38.293061,8.158000000000001
1706,4309194,5677250,Entire home/apt,,Beacon Hill,10,4.5,3,0.0,199.0,2.0,42.358989,-71.06974100000001,2016-05-18 21:15:56.533170,8.280000000000001
1377,7348110,29531596,Entire home/apt,,Jamaica Plain,10,4.5,4,2.0,300.0,1.0,42.324364,-71.102621,2016-05-18 22:18:38.400533,8.280000000000001
992,4365667,22659506,Entire home/apt,,Dorchester,10,4.5,4,2.0,224.0,1.0,42.288563,-71.094189,2016-05-18 19:50:43.007980,8.280000000000001
1893,3539510,71783,Entire home/apt,,Dorchester,10,4.5,6,3.0,134.0,,42.323285,-71.05985799999999,2016-05-18 21:46:28.066800,8.280000000000001
1601,8813451,4962900,Entire home/apt,,West End,10,4.5,7,3.0,224.0,,42.363852,-71.064699,2016-05-18 21:05:42.106711,8.280000000000001
1370,3888360,20113039,Entire home/apt,,Roxbury,10,4.5,8,3.0,196.0,2.0,42.325553,-71.087057,2016-05-18 23:44:31.856242,8.280000000000001
1353,6356533,9419684,Entire home/apt,,Fenway,10,4.5,5,2.0,350.0,3.0,42.344834999999996,-71.100063,2016-05-19 01:48:33.435309,8.280000000000001
3129,8131907,42941679,Private room,,South Boston Waterfront,10,4.5,2,1.0,150.0,2.0,42.347262,-71.038952,2016-05-19 00:46:25.714150,8.280000000000001
1898,7919500,12243051,Entire home/apt,,Chinatown,10,4.5,4,1.0,134.0,2.0,42.34697,-71.063618,2016-05-18 21:20:59.361505,8.280000000000001
1518,627048,25188,Entire home/apt,,Back Bay,10,4.5,4,2.0,299.0,4.0,42.345088,-71.08016500000001,2016-05-18 22:04:32.328397,8.280000000000001
1555,56937,25188,Entire home/apt,,Back Bay,10,4.5,4,2.0,299.0,3.0,42.346543,-71.07853100000001,2016-05-19 00:12:53.024592,8.280000000000001
367,8696200,19470226,Shared room,,Downtown,10,4.5,2,1.0,99.0,1.0,42.366695,-71.06633599999999,2016-05-19 00:04:32.718451,8.280000000000001
461,6598203,9419684,Entire home/apt,,South Boston Waterfront,10,4.5,5,2.0,419.0,3.0,42.347814,-71.038702,2016-05-19 00:50:06.806657,8.280000000000001
1775,7162684,35230712,Entire home/apt,,Back Bay,10,4.5,2,1.0,300.0,1.0,42.353525,-71.079608,2016-05-18 21:22:01.213857,8.280000000000001
1968,6089196,31394729,Entire home/apt,,Beacon Hill,10,4.5,2,1.0,190.0,2.0,42.358981,-71.066648,2016-05-18 20:21:42.310264,8.280000000000001
299,4635390,5521363,Entire home/apt,,Beacon Hill,10,4.5,2,1.0,199.0,2.0,42.359843,-71.069037,2016-05-19 00:41:00.664376,8.280000000000001
633,8340072,43959997,Entire home/apt,,Beacon Hill,10,4.5,4,1.0,225.0,2.0,42.356823,-71.06251,2016-05-18 21:27:27.492064,8.280000000000001
1718,4787359,362507,Entire home/apt,,Beacon Hill,10,4.5,3,1.0,250.0,1.0,42.360541,-71.068857,2016-05-18 23:09:13.100324,8.280000000000001
682,8224214,29066313,Entire home/apt,,Brighton,10,4.5,5,3.0,193.0,1.0,42.340571000000004,-71.15130500000001,2016-05-18 20:15:56.834795,8.280000000000001
526,3094942,15695135,Private room,,Dorchester,10,4.5,1,1.0,70.0,2.0,42.319117999999996,-71.057454,2016-05-18 22:32:54.474424,8.280000000000001
210,5344465,27696228,Private room,,Hyde Park,10,4.5,1,1.0,50.0,1.0,42.266928,-71.10242,2016-05-19 02:36:50.553369,8.280000000000001
1064,6065674,21644095,Entire home/apt,,Jamaica Plain,10,4.5,8,4.0,425.0,,42.318501,-71.114511,2016-05-19 01:51:55.028199,8.280000000000001
2352,3775876,11487565,Private room,,Jamaica Plain,10,4.5,2,1.0,130.0,1.0,42.305142,-71.107327,2016-05-18 21:37:06.172008,8.280000000000001
2085,5999291,9572594,Entire home/apt,,South Boston,10,4.5,2,1.0,150.0,2.0,42.332732,-71.041537,2016-05-18 23:54:10.054075,8.280000000000001
2953,8537786,44948848,Private room,,Beacon Hill,14,3.0,1,1.0,80.0,1.0,42.360351,-71.067273,2016-05-18 22:49:33.720725,8.292
1818,3519768,508268,Entire home/apt,,Allston,9,5.0,3,1.0,189.0,3.0,42.359355,-71.129354,2016-05-19 01:50:11.879747,8.402000000000001
1499,1365335,1172878,Entire home/apt,,South End,9,5.0,3,1.0,160.0,4.0,42.339827,-71.07419499999999,2016-05-18 22:01:02.618935,8.402000000000001
1755,1234740,25188,Entire home/apt,,Back Bay,9,5.0,4,2.0,389.0,2.0,42.354496999999995,-71.072411,2016-05-18 21:21:05.306736,8.402000000000001
1428,7205300,3617571,Entire home/apt,,Roxbury,9,5.0,2,0.0,143.0,2.0,42.333087,-71.084226,2016-05-19 01:51:35.303593,8.402000000000001
1388,4948724,508268,Entire home/apt,,Back Bay,9,5.0,4,1.0,249.0,3.0,42.348182,-71.090761,2016-05-19 00:19:11.887020,8.402000000000001
1399,5984664,2102706,Entire home/apt,,Fenway,9,5.0,2,1.0,200.0,1.0,42.342803,-71.095475,2016-05-18 21:54:56.653902,8.402000000000001
1681,10967183,5166221,Entire home/apt,,Allston,9,5.0,3,1.0,100.0,2.0,42.363126,-71.130647,2016-05-19 02:03:51.902666,8.402000000000001
857,6516588,34077299,Entire home/apt,,Fenway,9,5.0,3,1.0,175.0,1.0,42.344207,-71.088814,2016-05-18 21:10:30.210756,8.402000000000001
358,10747524,36468245,Private room,,Brighton,9,5.0,2,1.0,82.0,1.0,42.358362,-71.140876,2016-05-19 00:08:45.188956,8.402000000000001
671,9240102,39816740,Entire home/apt,,Fenway,9,5.0,4,1.0,90.0,2.0,42.342751,-71.091154,2016-05-18 20:19:58.217266,8.402000000000001
2080,8717204,25424192,Entire home/apt,,Dorchester,9,5.0,4,2.0,125.0,2.0,42.294731,-71.06111899999999,2016-05-19 01:42:53.181488,8.402000000000001
1027,9957078,51166219,Entire home/apt,,Brighton,9,5.0,3,2.0,100.0,1.0,42.344693,-71.148792,2016-05-19 01:59:18.100795,8.402000000000001
3175,11579622,59127419,Private room,,East Boston,9,5.0,2,1.0,98.0,1.0,42.368105,-71.036262,2016-05-19 02:13:04.324668,8.402000000000001
679,7804358,23676983,Entire home/apt,,Back Bay,9,5.0,2,1.0,225.0,2.0,42.351321999999996,-71.08259100000001,2016-05-18 20:16:59.063228,8.402000000000001
2107,3802530,18752830,Entire home/apt,,East Boston,9,5.0,4,1.0,150.0,2.0,42.38736,-71.010419,2016-05-19 01:57:06.261303,8.402000000000001
658,3667348,18600144,Private room,,East Boston,9,5.0,2,1.0,147.0,2.0,42.388176,-71.005123,2016-05-18 20:25:11.246735,8.402000000000001
103,6862758,35962316,Entire home/apt,,Jamaica Plain,9,5.0,5,2.0,200.0,2.0,42.318139,-71.103674,2016-05-19 02:03:06.738113,8.402000000000001
2408,7178893,19646638,Entire home/apt,,East Boston,9,5.0,4,2.0,124.0,2.0,42.381609000000005,-71.034922,2016-05-18 23:54:06.796171,8.402000000000001
2173,8366402,44095138,Entire home/apt,,South Boston Waterfront,9,5.0,2,1.0,180.0,1.0,42.343603,-71.042891,2016-05-18 21:28:43.200335,8.402000000000001
3113,8118718,17409171,Private room,,East Boston,9,5.0,2,1.0,80.0,1.0,42.369094,-71.033441,2016-05-18 22:22:03.981836,8.402000000000001
932,9714378,33649716,Shared room,,Beacon Hill,9,5.0,1,1.0,80.0,1.0,42.352441999999996,-71.064676,2016-05-19 02:57:03.348848,8.402000000000001
2329,11306586,5618949,Entire home/apt,,Beacon Hill,9,5.0,2,0.0,189.0,,42.358765000000005,-71.064309,2016-05-18 22:03:14.358703,8.402000000000001
151,6629066,9410008,Entire home/apt,,South Boston,9,5.0,8,4.0,500.0,3.0,42.335802,-71.044083,2016-05-19 01:41:44.658737,8.402000000000001
2982,12055566,3142987,Private room,,Dorchester,9,5.0,2,1.0,55.0,1.0,42.315964,-71.056011,2016-05-19 01:43:04.314175,8.402000000000001
130,12269155,66084480,Entire home/apt,,Downtown,9,5.0,2,1.0,175.0,1.0,42.364057,-71.058543,2016-05-19 01:52:43.576490,8.402000000000001
3199,11593592,40117482,Private room,,East Boston,9,5.0,3,1.0,86.0,1.0,42.366386999999996,-71.033283,2016-05-19 01:12:09.016515,8.402000000000001
2200,6845352,2042090,Entire home/apt,,Dorchester,9,5.0,4,2.0,180.0,3.0,42.284361,-71.05846700000001,2016-05-18 20:43:09.677580,8.402000000000001
2835,4966020,9257829,Private room,,Fenway,9,5.0,1,1.0,74.0,1.0,42.341406,-71.09756,2016-05-19 02:40:41.918982,8.402000000000001
564,11757166,54099497,Private room,,South Boston,9,5.0,2,1.0,69.0,1.0,42.337962,-71.039753,2016-05-18 22:01:27.119517,8.402000000000001
2547,6069883,15396970,Private room,,Roslindale,9,5.0,2,1.0,99.0,1.0,42.285314,-71.135761,2016-05-19 01:35:43.767273,8.402000000000001
2032,9303396,47579964,Entire home/apt,,South End,9,5.0,3,0.0,155.0,1.0,42.336949,-71.077344,2016-05-19 01:55:00.078374,8.402000000000001
398,4854300,7055526,Entire home/apt,,Brighton,9,5.0,3,2.0,100.0,,42.337457,-71.14773199999999,2016-05-18 23:39:10.994252,8.402000000000001
569,9885963,4365676,Private room,,Allston,9,5.0,1,1.0,33.0,6.0,42.361276000000004,-71.12396,2016-05-18 21:58:23.001663,8.402000000000001
1241,202737,25188,Entire home/apt,,Downtown,9,5.0,4,2.0,349.0,4.0,42.352464000000005,-71.062,2016-05-19 02:00:19.011919,8.402000000000001
616,11397952,49787594,Private room,,Jamaica Plain,9,5.0,2,1.0,60.0,1.0,42.313784000000005,-71.115051,2016-05-18 21:35:08.901576,8.402000000000001
19,95453,508268,Entire home/apt,,Allston,9,5.0,2,0.0,175.0,5.0,42.359372,-71.13156,2016-05-19 02:53:07.326036,8.402000000000001
3273,6574771,16881770,Private room,,Dorchester,9,5.0,1,1.0,40.0,3.0,42.323962,-71.058513,2016-05-19 02:20:38.220232,8.402000000000001
48,11020786,4776690,Entire home/apt,,South Boston,9,5.0,10,3.0,199.0,,42.338983,-71.037399,2016-05-19 02:21:01.068083,8.402000000000001
1889,7508063,2064438,Entire home/apt,,South End,9,5.0,6,2.0,238.0,1.0,42.34426,-71.066526,2016-05-19 01:40:50.986780,8.402000000000001
2957,2423613,7000428,Private room,,Beacon Hill,13,3.5,1,1.0,85.0,3.0,42.36091,-71.065104,2016-05-19 02:26:29.994510,8.414
677,5991427,25806655,Private room,,Dorchester,13,3.5,2,1.0,65.0,1.0,42.292951,-71.073173,2016-05-18 20:18:11.940394,8.414
3254,11037352,28323794,Private room,,Fenway,13,3.5,2,1.0,69.0,1.0,42.345877,-71.0881,2016-05-18 19:55:36.156349,8.414
2817,5453775,4678912,Private room,,Mission Hill,12,4.0,2,1.0,95.0,1.0,42.332289,-71.111459,2016-05-18 22:54:57.796009,8.536
1756,13592,25188,Entire home/apt,,Beacon Hill,12,4.0,4,2.0,359.0,2.0,42.355887,-71.072179,2016-05-19 00:58:04.625675,8.536
1082,5676025,9240847,Entire home/apt,,Jamaica Plain,12,4.0,5,2.0,130.0,1.0,42.322747,-71.110334,2016-05-19 00:18:35.215701,8.536
3047,9494511,15583990,Private room,,Dorchester,12,4.0,2,1.0,55.0,1.0,42.288807,-71.061408,2016-05-19 00:54:18.460086,8.536
2110,9858437,7772875,Entire home/apt,,East Boston,12,4.0,5,2.0,119.0,2.0,42.382160999999996,-71.02883800000001,2016-05-18 21:46:48.345653,8.536
402,8231382,23777641,Entire home/apt,,East Boston,12,4.0,4,0.0,99.0,3.0,42.376717,-71.03655,2016-05-18 23:38:04.188195,8.536
247,3052935,886871,Private room,,Dorchester,12,4.0,1,1.0,70.0,2.0,42.318687,-71.054843,2016-05-19 01:14:15.470136,8.536
1198,432734,2150893,Entire home/apt,,Longwood Medical Area,12,4.0,3,1.0,119.0,4.0,42.34359,-71.10563499999999,2016-05-18 20:18:01.833213,8.536
1553,21337,25188,Entire home/apt,,Back Bay,11,4.5,4,2.0,329.0,4.0,42.346425,-71.07826999999999,2016-05-19 02:12:31.730861,8.658000000000001
2886,4670285,24158689,Private room,,Brighton,11,4.5,2,1.0,65.0,2.0,42.349160999999995,-71.16348,2016-05-18 23:47:54.839374,8.658000000000001
264,8337048,16330682,Shared room,,Mission Hill,11,4.5,3,1.0,45.0,1.0,42.330703,-71.099999,2016-05-19 01:08:30.129477,8.658000000000001
2583,321328,8302344,Private room,,Roslindale,11,4.5,2,1.0,100.0,1.0,42.292238,-71.134497,2016-05-19 01:53:56.326588,8.658000000000001
2282,57156,271947,Entire home/apt,,Dorchester,11,4.5,2,1.0,95.0,7.0,42.310041999999996,-71.049418,2016-05-18 20:39:33.608842,8.658000000000001
425,5967594,26956083,Private room,,Allston,11,4.5,4,1.0,200.0,2.0,42.360189,-71.12718199999999,2016-05-18 23:24:23.660420,8.658000000000001
1583,7264674,6055747,Entire home/apt,,Back Bay,11,4.5,3,1.0,200.0,2.0,42.350649,-71.08375500000001,2016-05-18 21:26:04.443987,8.658000000000001
714,6480616,30666720,Entire home/apt,,East Boston,11,4.5,2,1.0,99.0,2.0,42.371669,-71.0356,2016-05-18 22:46:32.878300,8.658000000000001
1712,8309711,43810746,Entire home/apt,,Beacon Hill,11,4.5,4,2.0,355.0,1.0,42.361157,-71.066034,2016-05-18 21:17:40.398030,8.658000000000001
3158,4549400,6530175,Private room,,East Boston,11,4.5,2,1.0,75.0,1.0,42.370163,-71.03728199999999,2016-05-18 20:29:28.959694,8.658000000000001
1946,10427199,48494513,Entire home/apt,,South End,11,4.5,2,0.0,219.0,2.0,42.343416,-71.079516,2016-05-18 20:11:30.010159,8.658000000000001
2010,9855805,48494513,Entire home/apt,,Beacon Hill,11,4.5,4,2.0,289.0,2.0,42.356849,-71.072787,2016-05-19 01:40:54.782724,8.658000000000001
1298,5903001,30658962,Entire home/apt,,Back Bay,11,4.5,4,1.0,325.0,3.0,42.350006,-71.077574,2016-05-18 20:48:58.658846,8.658000000000001
1632,67774,26988,Entire home/apt,,Beacon Hill,11,4.5,3,1.0,110.0,6.0,42.358669,-71.063315,2016-05-18 20:29:13.392538,8.658000000000001
2067,3628320,2863349,Entire home/apt,,Dorchester,11,4.5,5,2.0,85.0,1.0,42.297453999999995,-71.058504,2016-05-18 21:42:06.093144,8.658000000000001
2135,7746589,814298,Entire home/apt,,South Boston,11,4.5,4,1.0,143.0,2.0,42.342907000000004,-71.056021,2016-05-18 23:45:59.036749,8.658000000000001
3118,1520701,8116589,Private room,,Dorchester,11,4.5,1,1.0,65.0,1.0,42.319631,-71.042641,2016-05-18 20:10:39.062379,8.658000000000001
2242,10106081,40885583,Entire home/apt,,North End,10,5.0,3,1.0,188.0,2.0,42.366465000000005,-71.05375699999999,2016-05-18 22:20:56.744581,8.780000000000001
449,5612512,20857768,Entire home/apt,,Beacon Hill,10,5.0,2,0.0,210.0,4.0,42.359851,-71.069345,2016-05-19 00:54:38.992931,8.780000000000001
595,6971836,36554652,Entire home/apt,,Downtown,10,5.0,3,1.0,245.0,2.0,42.360178999999995,-71.054,2016-05-18 21:49:05.324119,8.780000000000001
1382,10542140,54361238,Entire home/apt,,Back Bay,10,5.0,4,2.0,159.0,,42.34887,-71.084604,2016-05-18 23:02:18.331551,8.780000000000001
735,6059968,5028116,Shared room,,Jamaica Plain,10,5.0,2,1.0,80.0,1.0,42.313590000000005,-71.109115,2016-05-18 20:04:57.609791,8.780000000000001
1243,6992859,36660602,Entire home/apt,,South End,10,5.0,4,1.0,199.0,1.0,42.347485,-71.073126,2016-05-18 20:33:46.423799,8.780000000000001
140,10356880,41565478,Private room,,East Boston,10,5.0,2,1.0,70.0,1.0,42.364228999999995,-71.029348,2016-05-19 01:49:11.647885,8.780000000000001
1431,3808557,19572355,Entire home/apt,,South End,10,5.0,6,2.0,450.0,1.0,42.336504999999995,-71.075696,2016-05-18 23:28:32.130408,8.780000000000001
